"","Tubelabel_species","Date_Extracted","Raw_ng_ul","Date_Enriched","Microbe_Location","Month_year","colony","CollectionDate","Species","Health_status","Sample_physical_location","Extraction_physical_location","immune_y.n","Condition"
"293","112023_BEL_CBC_T3_356_MCAV","11_15_2024","67.6","","","112023","3_21","11/13/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP,CLB"
"294","112023_BEL_CBC_T3_357_OFAV","11_15_2024","50.6","","","112023","3_39","11/13/23","OFAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","Healthy"
"295","112023_BEL_CBC_T3_358_SSID","11_15_2024","102","","","112023","3_33","11/13/23","SSID","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP,CLB"
"296","112023_BEL_CBC_T3_359_PAST","11_15_2024","1.98","","","112023","3_34","11/13/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP"
"297","112023_BEL_CBC_T4_396_MCAV","11_15_2024","45.8","","","112023","4_28","11/13/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","Healthy"
"298","112023_BEL_CBC_T4_397_PSTR","11_15_2024","11.9","","","112023","4_98","11/13/23","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLB"
"299","112023_BEL_CBC_T4_398_PSTR","11_15_2024","3.08","","","112023","4_79","11/13/23","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP"
"300","112023_BEL_CBC_T4_399_MCAV","11_15_2024","13.9","","","112023","4_76","11/13/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP"
"301","112023_BEL_CBC_T4_400_OFAV","11_15_2024","47.8","","","112023","4_78","11/13/23","OFAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP"
"302","112023_BEL_CBC_T4_401_MCAV","11_15_2024","21.8","","","112023","4_30","11/13/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B12","y","CLP"
"303","122022_BEL_CBC_T1_122_PSTR","7_12_2024","9.58","8_6_2024","UML_NARWHAL_R6_B27","122022","1_12","12/2/22","PSTR","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"304","122022_BEL_CBC_T1_123_OANN","7_16_2024","9.51","8_6_2024","UML_NARWHAL_R6_B27","122022","1_25","12/2/22","OANN","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"305","122022_BEL_CBC_T1_150_PAST","8_19_2024","5.72","9_28_2024","UML_NARWHAL_R6_B30","122022","1_21","12/2/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"306","122022_BEL_CBC_T1_151_MCAV","8_12_2024","0.218","10_6_2024","UML_NARWHAL_R6_B30","122022","1_24","12/2/22","MCAV","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"307","122022_BEL_CBC_T1_152_PAST","8_19_2024","1.16","9_28_2024","UML_NARWHAL_R6_B30","122022","1_13","12/2/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"308","122022_BEL_CBC_T1_156_SSID","12_2_2024","5.33","","","122022","1_3","12/2/22","SSID","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B14","y","Healthy"
"309","122022_BEL_CBC_T1_158_PAST","8_19_2024","2.53","9_28_2024","UML_NARWHAL_R6_B30","122022","1_2","12/2/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"310","122022_BEL_CBC_T2_100_PAST","8_19_2024","15.6","9_28_2024","UML_NARWHAL_R6_B30","122022","2_63","12/4/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"311","122022_BEL_CBC_T2_83_PAST","9_11_2024","21.8","9_28_2024","UML_NARWHAL_R6_B30","122022","2_57","12/4/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29","y","Healthy"
"312","122022_BEL_CBC_T2_86_MCAV","8_12_2024","0.093","10_6_2024","UML_NARWHAL_R6_B30","122022","2_60","12/4/22","MCAV","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"313","122022_BEL_CBC_T2_87_OFAV","6_27_2023","62.2","10_11_23","UML_NARWHAL_R6_B1","122022","2_79","12/4/22","OFAV","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B3","y","Healthy"
"314","122022_BEL_CBC_T2_88_MCAV","8_12_2024","0.884","10_6_2024","UML_NARWHAL_R6_B30","122022","2_55","12/4/22","MCAV","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"315","122022_BEL_CBC_T2_90_SSID","12_4_2024","30.7","","","122022","2_73","12/4/22","SSID","Bleached_Tissue","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B15","y","CLB"
"316","122022_BEL_CBC_T2_92_MCAV","8_12_2024","0.166","10_6_2024","UML_NARWHAL_R6_B30","122022","2_69","12/4/22","MCAV","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B26","y","Healthy"
"317","122022_BEL_CBC_T2_93_OFAV","6_27_2023","46.1","10_11_23","UML_NARWHAL_R6_B1","122022","2_76","12/4/22","OFAV","Healthy","Depleted_UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B3","y","Healthy"
"318","122022_BEL_CBC_T2_94_PAST","9_11_2024","27.6","10_6_2024","UML_NARWHAL_R6_B30","122022","2_68","12/4/22","PAST","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B29","y","Healthy"
"319","122022_BEL_CBC_T2_96_SSID","1_13_2025","12.1","","","122022","2_72","12/4/22","SSID","Healthy","UML_NARWHAL_R1_B4","UML_NARWHAL_R2_B15","y","CLB"
"320","122022_BEL_CBC_T3_116_PAST","9_11_2024","30.9","10_6_2024","UML_NARWHAL_R6_B30","122022","3_6","12/3/22","PAST","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B29","y","Healthy"
"321","122022_BEL_CBC_T3_119_MCAV","8_12_2024","0.388","10_6_2024","UML_NARWHAL_R6_B30","122022","3_2","12/3/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"322","122022_BEL_CBC_T3_120_SSID","1_14_2025","11.8","","","122022","3_5","12/3/22","SSID","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B15","y","Healthy"
"323","122022_BEL_CBC_T3_121_OFAV","6_22_2023","103.2","10_16_2023","UML_NARWHAL_R6_B1","122022","3_38","12/3/22","OFAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B3","y","Healthy"
"324","122022_BEL_CBC_T3_123_PAST","9_11_2024","2.67","10_16_2024","UML_NARWHAL_R6_B27","122022","3_10","12/3/22","PAST","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B29","y","Healthy"
"325","122022_BEL_CBC_T3_124_PAST","9_11_2024","2.7","10_16_2024","UML_NARWHAL_R6_B27","122022","3_34","12/3/22","PAST","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B29","y","Healthy"
"326","122022_BEL_CBC_T3_126_SSID","1_14_2025","61","","","122022","3_33","12/3/22","SSID","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B15","y","Healthy"
"327","122022_BEL_CBC_T3_127_OFAV","6_22_2023","36.3","10_11_23","UML_NARWHAL_R6_B1","122022","3_39","12/3/22","OFAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B3","y","Healthy"
"328","122022_BEL_CBC_T3_128_MCAV","8_12_2024","1.07","10_6_2024","UML_NARWHAL_R6_B30","122022","3_21","12/3/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"329","122022_BEL_CBC_T3_141_PSTR","7_12_2024","6.21","8_6_2024","UML_NARWHAL_R6_B27","122022","3_20","12/3/22","PSTR","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"330","122022_BEL_CBC_T3_142_MCAV","8_12_2024","0.355","10_6_2024","UML_NARWHAL_R6_B30","122022","3_14","12/3/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"331","122022_BEL_CBC_T3_147_OFAV","6_22_2023","50.7","10_11_23","UML_NARWHAL_R6_B1","122022","3_66","12/3/22","OFAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B3","y","Healthy"
"332","122022_BEL_CBC_T3_151_PSTR","7_12_2024","10.8","8_6_2024","UML_NARWHAL_R6_B27","122022","3_70","12/3/22","PSTR","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"333","122022_BEL_CBC_T4_1_OFAV","7_16_2024","44.7","8_6_2024","","122022","4_78","12/5/22","OFAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"334","122022_BEL_CBC_T4_11_MCAV","8_12_2024","0.348","11_6_2024","UML_NARWHAL_R6_B27","122022","4_30","12/5/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B29","y","Healthy"
"335","122022_BEL_CBC_T4_3_MCAV","8_12_2024","0.314","10_6_2024","UML_NARWHAL_R6_B30","122022","4_76","12/5/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"336","122022_BEL_CBC_T4_34_PSTR","7_12_2024","3.99","10_16_2024","UML_NARWHAL_R6_B27","122022","4_98","12/5/22","PSTR","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"337","122022_BEL_CBC_T4_38_MCAV","8_12_2024","3.1","10_6_2024","UML_NARWHAL_R6_B30","122022","4_28","12/5/22","MCAV","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"338","122022_BEL_CBC_T4_4_PSTR","7_12_2024","7.07","8_6_2024","","122022","4_79","12/5/22","PSTR","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","y","Healthy"
"339","122023_BEL_CBC_T1_506_PAST","11_18_2024","3.44","","","122023","1_2","12/16/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"340","122023_BEL_CBC_T1_507_PAST","11_18_2024","1.58","","","122023","1_21","12/16/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB,CLP"
"341","122023_BEL_CBC_T1_508_SSID","11_18_2024","15.7","","","122023","1_3","12/16/23","SSID","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"342","122023_BEL_CBC_T1_509_MCAV","11_18_2024","16.4","","","122023","1_24","12/16/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"343","122023_BEL_CBC_T1_510_PSTR","11_18_2024","57.8","","","122023","1_12","12/16/23","PSTR","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"344","122023_BEL_CBC_T1_511_OANN","11_18_2024","7.38","","","122023","1_25","12/16/23","OANN","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"345","122023_BEL_CBC_T2_512_OFAV","11_18_2024","28.4","","","122023","2_76","12/15/23","OFAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"346","122023_BEL_CBC_T2_513_SSID","11_18_2024","18.8","","","122023","2_73","12/15/23","SSID","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"347","122023_BEL_CBC_T2_514_SSID","11_18_2024","25","","","122023","2_72","12/15/23","SSID","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"348","122023_BEL_CBC_T2_515_PAST","11_18_2024","9.86","","","122023","2_68","12/15/23","PAST","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"349","122023_BEL_CBC_T2_516_MCAV","11_18_2024","22.4","","","122023","2_69","12/15/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"350","122023_BEL_CBC_T2_517_SSID","11_18_2024","36.6","","","122023","2_99","12/15/23","SSID","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"351","122023_BEL_CBC_T2_518_MCAV","11_18_2024","18.8","","","122023","2_55","12/15/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP,CLB"
"352","122023_BEL_CBC_T2_519_PAST","11_18_2024","14.4","","","122023","2_63","12/15/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP,CLB"
"353","122023_BEL_CBC_T2_520_PAST","11_18_2024","5.98","","","122023","2_57","12/15/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP,CLB"
"354","122023_BEL_CBC_T2_521_OFAV","11_18_2024","37.6","","","122023","2_79","12/15/23","OFAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"355","122023_BEL_CBC_T2_522_MCAV","11_18_2024","17.3","","","122023","2_60","12/15/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"356","122023_BEL_CBC_T3_479_PAST ","11_19_2024","1.75","","","122023","3_34","12/16/23","PAST","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"357","122023_BEL_CBC_T3_523_MCAV","11_19_2024","33","","","122023","3_2","12/16/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"358","122023_BEL_CBC_T3_524_OFAV","11_19_2024","71.8","","","122023","3_38","12/16/23","OFAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"359","122023_BEL_CBC_T3_525_PAST","11_19_2024","2.54","","","122023","3_6","12/16/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"360","122023_BEL_CBC_T3_526_SSID","11_19_2024","16.4","","","122023","3_5","12/16/23","SSID","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"361","122023_BEL_CBC_T3_527_OFAV","11_19_2024","16.1","","","122023","3_66","12/16/23","OFAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"362","122023_BEL_CBC_T3_528_PAST ","11_19_2024","3.06","","","122023","3_10","12/16/23","PAST","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLB"
"363","122023_BEL_CBC_T3_529_MCAV","11_19_2024","34.8","","","122023","3_14","12/16/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"364","122023_BEL_CBC_T3_530_PSTR","11_19_2024","1.18","","","122023","3_20","12/16/23","PSTR","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"365","122023_BEL_CBC_T3_531_PSTR","11_19_2024","16.8","","","122023","3_70","12/16/23","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP,CLB"
"366","122023_BEL_CBC_T3_532_MCAV","11_19_2024","93.8","","","122023","3_21","12/16/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"367","122023_BEL_CBC_T3_533_OFAV","11_19_2024","51.2","","","122023","3_39","12/16/23","OFAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"368","122023_BEL_CBC_T3_534_SSID","11_19_2024","28.4","","","122023","3_33","12/16/23","SSID","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","DC"
"369","122023_BEL_CBC_T4_535_MCAV","11_19_2024","22.6","","","122023","4_28","12/16/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
"370","122023_BEL_CBC_T4_536_PSTR","11_19_2024","25.2","","","122023","4_98","12/16/23","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP,CLB"
"371","122023_BEL_CBC_T4_537_PSTR","11_19_2024","5.22","","","122023","4_79","12/16/23","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"372","122023_BEL_CBC_T4_538_OFAV","11_19_2024","17.7","","","122023","4_78","12/16/23","OFAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"373","122023_BEL_CBC_T4_539_MCAV","11_19_2024","27.8","","","122023","4_76","12/16/23","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","CLP"
"374","122023_BEL_CBC_T4_540_MCAV","11_19_2024","49.8","","","122023","4_30","12/16/23","MCAV","Healthy","UML_NARWHAL_R5_B19","UML_NARWHAL_R2_B13","y","Healthy"
