"","Tubelabel_species","Date_Extracted","Raw_ng_ul","Date_Enriched","Microbe_Location","Month_year","colony","CollectionDate","Species","Health_status","Sample_physical_location","Extraction_physical_location","immune_y.n","Condition"
"109","122022_BEL_CBC_T3_158_PSTR","7_12_2024","8.87","8_6_2024","UML_NARWHAL_R6_B27","122022","3_74","12/3/22","PSTR","Healthy","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Healthy"
"110","122022_BEL_CBC_T4_10_OFAV","6_28_2023","6.4","10_17_2023","UML_NARWHAL_R6_B1","122022","4_100","12/5/22","OFAV","Diseased_Tissue","Depleted_UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B3","n","Diseased"
"111","122022_BEL_CBC_T4_12_PSTR","7_11_2024","3.49","10_29_2024","UML_NARWHAL_R6_B30","122022","4_96","12/5/22","PSTR","Diseased_Margin","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"112","122022_BEL_CBC_T4_13_PSTR","7_3_2024","6.21","8_2_2024","UML_NARWHAL_R6_B27","122022","4_96","12/5/22","PSTR","Diseased_Tissue","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"113","122022_BEL_CBC_T4_14_MCAV","7_17_2024","5.99","10_29_2024","UML_NARWHAL_R6_B30","122022","4_95","12/5/22","MCAV","Diseased_Margin","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"114","122022_BEL_CBC_T4_15_MCAV","7_19_2024","2.03","10_29_2024","UML_NARWHAL_R6_B30","122022","4_95","12/5/22","MCAV","Diseased_Tissue","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"115","122022_BEL_CBC_T4_35_PSTR","7_11_2024","13","8_2_2024","UML_NARWHAL_R6_B27","122022","4_97","12/5/22","PSTR","Diseased_Margin","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"116","122022_BEL_CBC_T4_36_PSTR","7_3_2024","34.8","8_2_2024","UML_NARWHAL_R6_B27","122022","4_97","12/5/22","PSTR","Diseased_Tissue","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"117","122022_BEL_CBC_T4_5_MCAV","7_17_2024","14.5","10_29_2024","UML_NARWHAL_R6_B30","122022","4_94","12/5/22","MCAV","Diseased_Margin","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"118","122022_BEL_CBC_T4_6_MCAV","7_19_2024","37.3","10_29_2024","UML_NARWHAL_R6_B30","122022","4_94","12/5/22","MCAV","Diseased_Tissue","UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B26","n","Diseased"
"119","122022_BEL_CBC_T4_9_OFAV","6_28_2023","9","10_17_2023","UML_NARWHAL_R6_B1","122022","4_100","12/5/22","OFAV","Diseased_Margin","Depleted_UML_NARWHAL_R1_B5","UML_NARWHAL_R2_B3","n","Diseased"
